song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,predicted_mood
Film Story,Ramesh|S. Janaki|S. P. Balasubrahmanyam|V. Ramakrishna|Madhavapeddi Satyam|G. Anand|P. Susheela,/artist/ramesh|/artist/s-janaki|/artist/s-p-balasubrahamanyam|/artist/v-ramakrishna-2|/artist/madhavapeddi-satyam|/artist/g-anand-1|/artist/p-suseela-2,22:17,Telugu,2010-06-01,0.44,0.35,0.788,0.216,-4.093,0.048,158.894,1,6,0.1,4,32,4967064,Energetic
Hallo Madam,P.B. Sreenivas|Pithapuram Nageswara Rao,/artist/pb-sreenivas|/artist/pithapuram-nageswara-rao,04:04,Telugu,2010-06-01,0.59,0.608,0.646,0.326,-11.0,0.06,150.077,0,9,0.0913,4,99,1314862,Sad
Ido Rakam Daaham,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,03:21,Telugu,2010-06-01,0.61,0.34,0.985,0.767,-7.52,0.06,150.067,1,8,0.06,4,34,3877405,Sad
Chethilo Cheyyesi,P. Susheela,/artist/p-suseela-2,03:44,Telugu,2010-05-12,0.86,0.17,0.117,0.3,-3.765,0.01,149.922,1,1,0.05,4,98,6611895,Sad
Iddari Manasulu,Mohammed Rafi|P. Susheela|Group,/artist/mohammad-rafi|/artist/p-suseela-2|/artist/group,04:05,Telugu,2010-05-12,0.33,0.89,0.331,0.893,-6.46,0.017,140.526,1,4,0.0997,4,88,6639170,Sad
Nee Letha Gulabi,Ghanatasala,/artist/ghanatasala,03:11,Telugu,2010-05-10,0.27,0.303,0.713,0.939,-9.116,0.0282,149.964,0,6,0.0196,4,71,11330418,Sad
Vagala Ranivi Neeve,Ghanatasala,/artist/ghanatasala,03:44,Telugu,2010-05-09,0.88,0.1,0.673,0.605,-12.672,0.0239,150.064,1,2,0.062,4,46,2361249,Happy
Neevele Swami,S. P. Sailaja,/artist/s-p-sailaja-2,03:09,Telugu,2010-05-08,0.81,0.352,0.895,0.653,-13.007,0.01,149.972,0,5,0.02,4,100,9746770,Happy
Virsina Vinthachapamu Pagati Poota,Ghanatasala|P.B. Sreenivas|P. Susheela,/artist/ghanatasala|/artist/pb-sreenivas|/artist/p-suseela-2,04:01,Telugu,2010-05-07,0.82,0.56,0.567,0.647,-5.046,0.1,145.132,1,6,0.0334,4,38,1652033,Sad
Kannayya Nallani,P. Susheela,/artist/p-suseela-2,04:55,Telugu,2010-05-07,0.18,0.275,0.169,0.842,-13.261,0.04,145.001,1,1,0.0303,4,83,8946417,Sad
Sundaramo Sumadhuramo,S. Janaki|S. P. Balasubrahmanyam|T.V. Gopalakrishnan,/artist/s-janaki|/artist/s-p-balasubrahamanyam|/artist/tv-gopalakrishnan,04:56,Telugu,2010-05-05,0.65,0.71,0.393,0.781,-8.655,0.02,150.041,0,10,0.076,4,43,3406956,Sad
Neeli Meghaalalo (Male),Ghanatasala,/artist/ghanatasala,03:34,Telugu,2010-05-03,0.96,0.564,0.537,0.561,-9.202,0.0672,150.049,0,9,0.0647,4,64,8448770,Sad
Mamakoothura Neetho,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:29,Telugu,2010-05-02,0.27,0.56,0.033,0.583,-13.255,0.06,174.001,0,5,0.0965,4,73,2149230,Sad
Maguva,S. Janaki,/artist/s-janaki,03:13,Telugu,2010-05-02,1.0,0.61,0.715,0.81,-10.999,0.04,150.024,1,8,0.0068,4,49,1671123,Happy
Hey Baavayya,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,05:21,Telugu,2010-05-02,0.25,0.73,0.361,0.533,-13.555,0.056,172.038,0,2,0.085,4,39,2831645,Sad
Evaru Nannapaleru,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:25,Telugu,2010-05-01,0.11,0.21,0.951,0.723,-4.552,0.0199,172.026,1,6,0.05,4,61,5509718,Energetic
Neekunnade Kastaburra,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:26,Telugu,2010-05-01,0.93,0.281,0.168,0.977,-8.873,0.0047,172.04,0,10,0.029,4,35,6866343,Sad
O'Rayyo Vennela,Ramana|T.M. Soundararajan,/artist/ramana|/artist/tm-soundararajan,04:56,Telugu,2010-05-01,0.5,0.242,0.111,0.038,-11.124,0.014,144.864,1,2,0.03,4,25,6452463,Sad
Neelala Kannullo,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:34,Telugu,2010-05-01,0.89,0.687,0.476,0.19,-5.316,0.001,174.019,0,8,0.0929,4,87,11187363,Sad
Yemani Telipedi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:16,Telugu,2010-04-12,0.09,0.91,0.896,0.49,-10.646,0.095,174.024,1,0,0.0814,4,44,9782947,Happy
Idi Kalayani,Rajeethram|P. Susheela,/artist/rajeethram|/artist/p-suseela-2,07:18,Telugu,2010-04-12,0.7,0.474,0.145,0.082,-5.518,0.0047,150.132,1,9,0.036,4,80,4384736,Sad
Maabaava Vachchandu,Jikki,/artist/jikki,03:39,Telugu,2010-04-11,0.7,0.992,0.416,0.935,-12.357,0.0967,174.019,0,10,0.0702,4,27,3165387,Sad
Chitapatalu,S. P. Balasubrahmanyam|P.B. Sreenivas,/artist/s-p-balasubrahamanyam|/artist/pb-sreenivas,12:01,Telugu,2010-04-11,0.15,0.4,0.497,0.131,-7.259,0.08,139.896,1,1,0.0134,4,87,3251603,Sad
Swagatham Dora Suswagatham,P. Susheela,/artist/p-suseela-2,04:02,Telugu,2010-04-11,0.85,0.26,0.372,0.811,-2.531,0.032,149.64,1,1,0.02,4,89,9095787,Happy
Ramudemmannadoy,V. Ramakrishna,/artist/v-ramakrishna-2,05:01,Telugu,2010-04-10,0.53,0.742,0.286,0.253,-5.638,0.05,155.006,0,8,0.04,4,74,5781974,Sad
Soku Tho Talo,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:51,Telugu,2010-04-09,0.32,0.65,0.653,0.899,-11.149,0.057,150.127,1,1,0.02,4,55,4566334,Sad
Suvvi Suvvi,Rajesh|K. S. Chithra,/artist/rajesh|/artist/chitra,04:37,Telugu,2010-04-09,0.63,0.21,0.013,0.233,-11.477,0.041,149.958,0,10,0.0997,4,37,10547712,Sad
Gunde Jallumannadhi,P. Susheela,/artist/p-suseela-2,03:33,Telugu,2010-04-09,0.51,0.499,0.912,0.484,-11.705,0.078,155.21,1,8,0.071,4,86,10124806,Happy
Yennela Yennela,A.V.N.Murthy|S. Janaki|M.Ramesh,/artist/avnmurthy|/artist/s-janaki|/artist/mramesh,04:27,Telugu,2010-04-06,0.06,0.07,0.608,0.142,-5.831,0.016,145.038,0,1,0.003,4,64,1858239,Sad
Drama Sequences,Ghanatasala|M. R. Thilakam,/artist/ghanatasala|/artist/m-r-thilakam-2,10:37,Telugu,2010-04-06,0.99,0.288,0.741,0.723,-2.909,0.0479,150.034,0,1,0.089,4,38,444420,Energetic
Kaluvaku Chandrudu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:21,Telugu,2010-04-05,0.61,0.116,0.868,0.359,-11.183,0.0,150.217,0,0,0.01,4,92,261922,Happy
Polevule Neevu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:04,Telugu,2010-04-05,0.02,0.064,0.906,0.917,-12.002,0.01,172.109,0,10,0.09,4,51,7900950,Energetic
Oohalu Gusa Gusalade,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:51,Telugu,2010-04-03,0.82,0.496,0.431,0.457,-11.259,0.028,149.992,0,5,0.0073,4,31,8688186,Sad
Yama Kottudu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:23,Telugu,2010-04-02,0.03,0.81,0.164,0.51,-8.366,0.07,140.021,0,10,0.052,4,60,6334558,Sad
Padhyams,Ghanatasala,/artist/ghanatasala,05:07,Telugu,2010-04-02,0.87,0.56,0.664,0.822,-4.539,0.025,139.767,1,11,0.09,4,72,10215221,Happy
Padyyams Ongs Kalyanam Rajasooya Yaagam Scenes,Ghanatasala|Mikkilineni|Mukkamala Dhoolipala|P.B. Sreenivas|P. Susheela|N. T. Rama Rao|Vangara|V. Nagaiah|Sathyanarayana Kantharrao Rajanala|Udaykumar|M. Prabhakara Reddy|A. V. Subbarao|Malladi Ramakrishna Sastry,/artist/ghanatasala|/artist/mikkilineni|/artist/mukkamala-dhoolipala|/artist/pb-sreenivas|/artist/p-suseela-2|/artist/n-t-rama-rao-2|/artist/vangara|/artist/v-nagaiah-1|/artist/sathyanarayana-kantharrao-rajanala|/artist/udaykumar|/artist/m-prabhakara-reddy-1|/artist/a-v-subbarao|/artist/malladi-ramakrishna-sastry-1,23:48,Telugu,2010-04-02,0.85,0.67,0.13,0.391,-3.547,0.03,150.14,1,1,0.03,4,29,110733,Sad
Kalake Kalani Andhamo,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:17,Telugu,2010-04-02,0.9,0.9,0.574,0.595,-7.112,0.05,150.023,0,11,0.08,4,25,4561723,Sad
Poojaku Velayeraa,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,06:37,Telugu,2010-04-01,0.21,0.173,0.12,0.165,-11.238,0.0852,140.016,0,6,0.0042,4,78,11014003,Sad
Rathi Sukhasaare,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,02:22,Telugu,2010-04-01,0.81,0.158,0.959,0.088,-2.614,0.0442,173.958,1,2,0.0484,4,67,2649875,Energetic
Aho Andhra Bhoja,Ghanatasala,/artist/ghanatasala,05:01,Telugu,2010-03-12,0.0,0.14,0.052,0.0,-12.779,0.01,149.95,1,9,0.036,4,52,2383674,Sad
Nekudithi,K J Yesudas,/artist/k-j-yesudas,04:42,Telugu,2010-03-09,0.56,0.252,0.631,0.421,-7.261,0.007,139.994,1,1,0.016,4,80,10257011,Happy
Dhum Dhum,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,03:11,Telugu,2010-03-08,0.72,0.38,0.582,0.698,-5.185,0.02,140.039,0,11,0.072,4,47,410601,Sad
Takku Tikkulaadi,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,03:39,Telugu,2010-03-08,0.22,0.25,0.765,0.294,-11.617,0.07,174.104,0,11,0.06,4,41,430933,Happy
Pacchani Manakaapuram,P. Susheela,/artist/p-suseela-2,03:41,Telugu,2010-03-08,0.31,0.23,0.571,0.983,-11.577,0.03,150.054,1,1,0.0171,4,71,9946619,Sad
Ye Guvva,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,01:14,Telugu,2010-03-08,0.75,0.68,0.098,0.377,-4.441,0.0101,147.64,1,6,0.0377,4,80,11276360,Sad
Vagala Ranivi Neeve,Ghanatasala,/artist/ghanatasala,03:44,Telugu,2010-03-07,0.45,0.25,0.312,0.028,-13.66,0.048,173.973,1,11,0.0344,4,80,1982561,Sad
Sikandar Toone,Vani Jairam,/artist/vani-jayaram,05:44,Telugu,2010-03-06,0.74,0.81,0.72,0.229,-12.616,0.0192,173.944,1,2,0.1,4,92,2454471,Happy
Oka Raathiri,S. Janaki|S. P. Balasubrahmanyam|P. Susheela,/artist/s-janaki|/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:21,Telugu,2010-03-03,0.13,0.38,0.685,0.523,-11.311,0.09,149.817,0,5,0.05,4,83,9908493,Happy
Navvaleka Edchaanu,Ghanatasala,/artist/ghanatasala,04:26,Telugu,2010-03-03,0.3,0.3,0.086,0.341,-4.058,0.03,174.009,0,10,0.085,4,99,11012701,Sad
Donga Danga,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:49,Telugu,2010-03-03,0.17,0.74,0.964,0.188,-11.668,0.0365,145.096,1,1,0.08,4,27,9623901,Sad
Hosannda Devudu,Wilson|G. Anand|L.R. Anjali,/artist/wilson|/artist/g-anand-1|/artist/lr-anjali,03:23,Telugu,2010-03-03,0.25,0.42,0.454,0.683,-5.492,0.0717,140.006,1,7,0.03,4,82,315626,Sad
Aavooru Needikadu,Swarnalatha|Madhavapeddi Satyam,/artist/swarnalatha|/artist/madhavapeddi-satyam,03:23,Telugu,2010-03-02,0.4,0.3,0.605,0.623,-6.592,0.053,149.977,1,1,0.026,4,72,2567222,Happy
Kanna Talli Deevena,P. Susheela,/artist/p-suseela-2,04:00,Telugu,2010-03-02,0.44,0.77,0.003,0.23,-6.495,0.05,156.718,0,6,0.05,4,40,3896514,Sad
Title Musics - Jagadekaveeruni Katha,Gurucharan,/artist/gurucharan,00:17,Telugu,2010-03-02,0.06,0.983,0.937,0.747,-12.099,0.074,155.028,1,10,0.0356,4,98,10342356,Happy
Aanati Hrudayala,P. Susheela,/artist/p-suseela-2,04:16,Telugu,2010-03-01,0.43,0.606,0.48,0.873,-4.626,0.027,142.49,0,8,0.04,4,99,420810,Sad
Randi Podamu,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,04:31,Telugu,2010-03-01,0.34,0.003,0.783,0.364,-13.353,0.074,175.011,1,4,0.08,4,60,6123376,Energetic
Raavee Vanitaa,S. P. Balasubrahmanyam|P. Susheela|Vanijayaram,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/vanijayaram-1,04:49,Telugu,2010-02-11,0.34,0.87,0.506,0.057,-13.004,0.04,149.956,1,6,0.04,4,96,8376551,Sad
Ennalla Kennallaku,Ghanatasala|Jamuna Rani,/artist/ghanatasala|/artist/jamuna-rani,03:28,Telugu,2010-02-11,0.75,0.055,0.048,0.395,-3.352,0.008,144.977,1,11,0.04,4,80,8663,Happy
Dorikeru Dora Gaaru,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:24,Telugu,2010-02-11,0.15,0.55,0.056,0.157,-4.998,0.051,173.988,0,2,0.051,4,42,3079230,Sad
Vanta Chesi Choopistha,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:02,Telugu,2010-02-10,0.13,0.984,0.102,0.505,-4.909,0.063,172.025,0,11,0.1,4,80,10199910,Sad
Padyams With Dialogues,Various Artist,/artist/various-artist,04:22,Telugu,2010-02-08,0.3,0.36,0.041,0.378,-9.253,0.0021,175.99,0,1,0.0903,4,73,2340393,Sad
Andaala O Chilakaa,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,04:35,Telugu,2010-02-08,0.47,0.73,0.124,0.494,-2.29,0.05,149.523,0,11,0.01,4,80,11174580,Sad
Atabhala Patabhala,S. P. Balasubrahmanyam|P. Susheela|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/s-p-sailaja-2,04:43,Telugu,2010-02-07,0.62,0.338,0.005,0.441,-3.383,0.038,170.003,0,8,0.0279,4,79,8641570,Sad
Nenu Gaaka Inkevaru,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:18,Telugu,2010-02-05,0.87,0.67,0.775,0.565,-2.954,0.064,174.011,0,4,0.04,4,26,7678020,Happy
Kaliki Chilaka,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:19,Telugu,2010-02-03,0.9,0.513,0.867,0.052,-10.373,0.09,137.996,1,0,0.04,4,97,8038514,Happy
Ammaa Choodaali - Psusheela,P. Susheela,/artist/p-suseela-2,03:13,Telugu,2010-02-02,0.63,0.533,0.002,0.852,-7.628,0.03,150.004,1,1,0.027,4,45,7552292,Sad
Muraliloo Madhura Raagala,S. Rajeswara Rao|Saluri Ramalingeswara Rao|S.P.Sailaja,/artist/s-rajeswara-rao-2|/artist/saluri-ramalingeswara-rao|/artist/spsailaja,07:00,Telugu,2010-02-02,0.51,0.5,0.27,0.948,-12.031,0.08,172.003,1,8,0.009,4,55,3106035,Sad
Viraali And Madhekadha,Ghanatasala|A.P. Komala|P Leela,/artist/ghanatasala|/artist/ap-komala|/artist/p-leela,06:02,Telugu,2010-02-01,0.59,0.53,0.225,0.978,-13.567,0.08,175.02,1,7,0.0,4,42,5103680,Sad
Dathminaka Dathinaka,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,03:47,Telugu,2010-01-12,0.25,0.377,0.775,0.866,-10.939,0.009,174.978,1,1,0.008,4,31,9682737,Sad
Hrudayamleni Priyuraala,Ghanatasala,/artist/ghanatasala,03:31,Telugu,2010-01-12,0.98,0.53,0.427,0.38,-12.123,0.026,173.982,1,4,0.034,4,72,3771263,Sad
Lolilata Lolileta,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,05:33,Telugu,2010-01-11,0.15,0.07,0.647,0.78,-5.119,0.004,173.995,0,11,0.01,4,80,807578,Happy
Vasanthalu Virisevela,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,03:58,Telugu,2010-01-11,0.99,0.48,0.497,0.891,-2.836,0.0668,173.982,1,8,0.0366,4,91,5518212,Sad
Durgamma,N. Rama|K. Gopi,/artist/n-rama-1|/artist/k-gopi,04:13,Telugu,2010-01-08,0.04,0.96,0.345,0.978,-3.689,0.0819,172.995,1,0,0.062,4,70,9484917,Sad
Happy Birthday - Spbalasubramaniam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:45,Telugu,2010-01-08,0.41,0.47,0.394,0.978,-12.888,0.029,140.118,0,7,0.08,4,47,1502800,Sad
Ammaa Neevuleni (Pathos),S. Janaki|P. Susheela,/artist/s-janaki|/artist/p-suseela-2,04:11,Telugu,2010-01-07,0.03,0.096,0.916,0.766,-9.851,0.07,174.012,0,6,0.05,4,29,5940236,Energetic
Koppu Choodu,L.R. Eswari,/artist/lr-eswari-2,03:37,Telugu,2010-01-06,0.79,0.167,0.283,0.847,-2.628,0.017,173.966,1,1,0.0061,4,100,3073907,Sad
Naa Jeevana Sandhya,V. Ramakrishna|P. Susheela,/artist/v-ramakrishna-2|/artist/p-suseela-2,06:00,Telugu,2010-01-06,0.1,0.33,0.294,0.826,-8.479,0.0246,139.944,0,11,0.035,4,88,4769902,Sad
Gunna Mamidi Guburulona,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:24,Telugu,2010-01-05,0.91,0.82,0.059,0.676,-12.768,0.046,149.956,1,4,0.0687,4,79,8871375,Sad
O Sukumara Ninugani,Ghanatasala|P Leela,/artist/ghanatasala|/artist/p-leela,03:14,Telugu,2010-01-05,0.08,0.16,0.169,0.414,-6.485,0.0345,150.031,1,1,0.0125,4,35,8190746,Sad
Koyilapilupe Konaku,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:32,Telugu,2010-01-04,0.75,0.42,0.177,0.094,-4.283,0.0171,174.045,1,8,0.025,4,51,6073271,Sad
Poomala,K J Yesudas,/artist/k-j-yesudas,04:34,Telugu,2010-01-04,0.52,0.38,0.663,0.217,-2.672,0.084,149.982,0,0,0.02,4,100,3711695,Happy
Regutunna Dhoka,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:43,Telugu,2010-01-03,0.51,0.368,0.222,0.289,-5.802,0.004,143.994,0,11,0.03,4,92,7528371,Sad
Nannu Evaro Thaakiri,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:07,Telugu,2010-01-03,0.61,0.15,0.213,0.713,-12.255,0.05,144.968,1,2,0.062,4,62,1559320,Sad
Music Bit,Tradtional,/artist/tradtional,04:59,Telugu,2010-01-02,0.42,0.057,0.946,0.499,-3.572,0.03,175.043,0,5,0.0537,4,43,8083052,Energetic
Sathyamaya Guruda Nityamaya,Madhavapeddi Satyam,/artist/madhavapeddi-satyam,02:46,Telugu,2010-01-02,0.15,0.89,0.44,0.93,-4.749,0.05,173.993,0,11,0.003,4,32,5660633,Sad
Mohana Roopa Gopaala,Ghanatasala,/artist/ghanatasala,03:06,Telugu,2010-01-01,0.89,0.43,0.762,0.374,-9.802,0.08,173.988,1,8,0.071,4,70,4196214,Happy
Brinda Vani Vundi,S. P. Balasubrahmanyam|Mano,/artist/s-p-balasubrahamanyam|/artist/mano,04:25,Telugu,2010-01-01,0.02,0.38,0.461,0.464,-9.871,0.06,175.0,1,0,0.036,4,42,7547898,Sad
Bangaru Naava,P. Susheela,/artist/p-suseela-2,03:25,Telugu,2009-12-11,0.59,0.894,0.021,0.552,-2.461,0.076,149.898,1,2,0.07,4,42,10233861,Sad
Aho Rama Katha,Ghanatasala,/artist/ghanatasala,03:17,Telugu,2009-12-10,0.16,0.649,0.529,0.763,-10.112,0.01,150.051,1,1,0.041,4,27,482153,Sad
Jama Lagadi Jinga,S. P. Balasubrahmanyam|L.R. Eswari,/artist/s-p-balasubrahamanyam|/artist/lr-eswari-2,04:31,Telugu,2009-12-08,0.93,0.509,0.893,0.596,-7.354,0.0359,149.164,1,1,0.08,4,97,9126139,Happy
Gowrammathalli,Vasantha|D. Ramadevi|P. Susheela,/artist/vasantha|/artist/d-ramadevi-1|/artist/p-suseela-2,04:31,Telugu,2009-12-07,0.48,0.221,0.769,0.249,-5.661,0.05,149.997,0,1,0.079,4,49,6666714,Happy
Oh Chaaruseela,S. Varalakshmi|Akkineni Nageswara Rao,/artist/s-varalakshmi-1|/artist/akkineni-nageswara-rao,02:47,Telugu,2009-12-06,0.33,0.72,0.523,0.148,-5.745,0.0386,144.997,1,1,0.042,4,70,6943840,Sad
Silalapai Silpalu,Ghanatasala,/artist/ghanatasala,05:08,Telugu,2009-12-06,0.48,0.25,0.568,0.448,-12.882,0.0939,144.989,0,10,0.0099,4,75,837950,Happy
Iddaram Gadilo,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:19,Telugu,2009-12-04,0.87,0.8,0.414,0.423,-9.059,0.0084,150.133,1,1,0.04,4,33,8974510,Sad
Yevaramma Yevaramma,K J Yesudas|Vani Jairam,/artist/k-j-yesudas|/artist/vani-jayaram,04:26,Telugu,2009-12-04,0.79,0.229,0.95,0.674,-13.453,0.03,173.021,1,7,0.0962,4,47,10386430,Happy
Bharatha Maathaku Jejelu,Ghanatasala,/artist/ghanatasala,03:27,Telugu,2009-12-03,0.55,0.52,0.821,0.744,-7.108,0.0,150.101,1,1,0.06,4,93,6639083,Happy
Ghallu Ghalluna Kali Gajjalu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:32,Telugu,2009-12-03,0.14,0.15,0.871,0.568,-3.558,0.039,149.994,1,2,0.037,4,32,2495203,Energetic
Dikkulu Kalise,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:48,Telugu,2009-12-03,0.03,0.84,0.327,0.974,-7.889,0.054,174.026,0,11,0.052,4,50,5298440,Sad
Choochi Choochi Kallu,Ghanatasala|Jikki,/artist/ghanatasala|/artist/jikki,03:04,Telugu,2009-12-02,0.44,0.282,0.256,0.662,-13.475,0.047,173.972,0,5,0.052,4,70,10536067,Sad
Idhi Swathijallu,Mano,/artist/mano,04:21,Telugu,2009-12-02,0.1,0.43,0.151,0.013,-3.037,0.09,145.978,0,11,0.02,4,75,5740658,Sad
Aakasam Nee Haddura,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:26,Telugu,2009-12-01,0.94,0.899,0.887,0.279,-6.514,0.022,145.004,1,1,0.0099,4,76,7858812,Happy
Brahmam Tata,P. Susheela,/artist/p-suseela-2,05:43,Telugu,2009-12-01,0.35,0.29,0.982,0.023,-3.513,0.0764,149.824,1,1,0.0,4,83,7545163,Happy
Neevuleka Nimusamaina,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:27,Telugu,2009-11-12,0.44,0.111,0.476,0.402,-9.251,0.02,150.064,1,1,0.0576,4,46,54853,Sad
Ganga Yamuna,P. Susheela,/artist/p-suseela-2,04:34,Telugu,2009-11-12,0.75,0.01,0.375,0.191,-11.464,0.066,173.961,0,7,0.0152,4,41,5819954,Sad
Pathiki Haarathire,P. Susheela,/artist/p-suseela-2,01:03,Telugu,2009-11-12,0.51,0.07,0.009,0.374,-3.749,0.0276,174.012,1,7,0.0091,4,98,4284694,Sad
Ee Kannula Chese,S. Janaki,/artist/s-janaki,03:25,Telugu,2009-11-11,0.15,0.32,0.312,0.087,-8.157,0.1,144.924,0,11,0.04,4,42,7032690,Sad
Manase Vellene - Duet,P. Susheela|Ilaiyaraaja,/artist/p-suseela-2|/artist/iiaiyaraaja,04:03,Telugu,2009-11-09,0.97,0.29,0.895,0.31,-6.172,0.0397,144.962,1,1,0.0684,4,50,11305972,Happy
Neram Poye,K J Yesudas,/artist/k-j-yesudas,03:04,Telugu,2009-11-04,0.3,0.06,0.207,0.358,-7.278,0.021,139.751,0,10,0.01,4,26,9294049,Sad
Kondagali Veestunte,S. P. Balasubrahmanyam|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/spsailaja,04:26,Telugu,2009-11-04,0.5,0.84,0.065,0.347,-3.594,0.01,173.976,0,9,0.0722,4,90,10636807,Sad
Merise Megha Maalika,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:25,Telugu,2009-11-03,0.51,0.039,0.871,0.288,-6.499,0.061,144.986,1,9,0.08,4,35,4376179,Energetic
Aadapillaki Eedoste,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:02,Telugu,2009-11-02,0.16,0.871,0.88,0.641,-6.341,0.04,173.994,1,2,0.009,4,72,8075143,Happy
Dhachalante Dhagadhule.,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:23,Telugu,2009-11-02,0.65,0.88,0.886,0.606,-4.143,0.056,140.005,1,6,0.0104,4,37,9636635,Energetic
Yevarainna Choosaaraa,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:44,Telugu,2009-11-02,0.28,0.85,0.836,0.423,-10.489,0.06,174.017,0,9,0.025,4,63,7774125,Happy
Yenaadu Aadabrathuku,Ghanatasala,/artist/ghanatasala,03:48,Telugu,2009-11-02,0.92,0.175,0.974,0.876,-4.254,0.06,171.992,0,7,0.019,4,54,5995448,Energetic
Mohini Shapatham (Full Length Audio Cinema),P. Susheela|Chorus|Others,/artist/p-suseela-2|/artist/chorus|/artist/others,01:52:12,Telugu,2009-11-02,0.69,0.943,0.251,0.388,-9.514,0.0557,149.835,0,5,0.07,4,61,9663687,Sad
Bawa Bawa Panneeru,S. P. Balasubrahmanyam|M. Ramesh|Vandemataram Srinivas,/artist/s-p-balasubrahamanyam|/artist/m-ramesh-1|/artist/vandemataram-srinivas,05:21,Telugu,2009-11-02,0.98,0.42,0.092,0.04,-3.521,0.06,156.108,1,9,0.1,4,28,1656530,Sad
Kanda Gelichindhi,P. Susheela|V. Ramakrishna,/artist/p-suseela-2|/artist/v-ramakrishna-2,03:03,Telugu,2009-11-02,0.17,0.348,0.548,0.006,-13.162,0.008,145.038,1,11,0.07,4,84,9765644,Sad
